Rank     Team                            W-L-T    Rating
1951        Westminster MO                  2-2-0    -47.4937
1952        Anna Maria                      0-3-0    -47.4968
1953        Chowan                          0-1-0    -47.501
1954        William Jewell                  0-1-0    -47.6931
1955        Western Conn St                 0-3-0    -47.8981
1956        St Mary KS                      0-4-0    -48.0254
1957        Macalester                      1-2-0    -48.0511
1958        Haskell                         0-1-0    -48.0648
1959        MIT                             1-1-0    -48.1815
1960        Maryville                       0-1-0    -48.2706
1961        Martin Luther                   0-2-0    -48.5906
1962        UMass-Dartmouth                 0-2-0    -48.604
1963        Shenandoah                      1-0-0    -48.7263
1964        Livingstone                     0-1-0    -48.785
1965        Simpson                         1-2-0    -48.7928
1966        Carson-Newman                   0-1-0    -48.9081
1967        Lake Forest                     0-3-0    -49.3744
1968        Kenyon                          0-3-0    -49.4147
1969        Monmouth IL                     0-1-0    -49.5106
1970        Northwestern MN                 0-2-0    -49.5752
1971        Bethel KS                       0-2-0    -49.6164
1972        Jamestown                       0-1-0    -49.6906
1973        SW Assem of God                 0-1-0    -49.776
1974        Knox                            0-2-0    -49.7906
1975        Fairmont St                     0-1-0    -49.9081
1976        Concordia WI                    0-1-0    -49.9827
1977        Greensboro                      0-2-0    -50.0815
1978        Eureka                          0-1-0    -50.1531
1979        Hiram                           0-2-0    -50.164
1980        Cumberland TN                   0-1-0    -50.1963
1981        Methodist                       0-2-0    -50.609
1982        Pace                            0-1-0    -50.6313
1983        Virginia Union                  0-1-0    -50.7279
1984        Minnesota-Morris                3-2-0    -50.8364
1985        Pomona-Pitzer                   0-1-0    -50.8763
1986        Mayville St                     0-2-0    -50.9248
1987        WPI                             0-3-0    -50.9845
1988        Kentucky Christian              0-1-0    -51.2023
1989        Crown                           2-2-0    -51.814
1990        St Scholastica                  0-1-0    -51.9338
1991        Texas College                   0-2-0    -52.2935
1992        Johnson C. Smith                0-2-0    -52.4434
1993        Nichols                         0-1-0    -52.6433
1994        Sewanee                         1-2-0    -52.7972
1995        Rockford                        0-1-0    -53.039
1996        Concordia NE                    1-1-0    -53.1705
1997        Lakeland                        0-3-0    -53.2294
1998        Simpson                         0-2-0    -53.3921
1999        Savannah St                     0-1-0    -53.7662
2000        MacMurray                       0-2-0    -53.86
2001        Coast Guard                     0-2-0    -53.8826
2002        Westminster MO                  0-1-0    -53.8827
2003        Fayetteville St                 0-1-0    -53.9081
2004        Albright                        0-1-0    -54.0888
2005        Livingstone                     0-5-0    -54.097
2006        Fitchburg St                    0-1-0    -54.2077
2007        Maryville                       0-2-0    -54.302
2008        Becker                          0-4-0    -54.3425
2009        Alma                            0-2-0    -54.349
2010        Mayville St                     1-2-0    -54.4195
2011        Cornell IA                      0-2-0    -54.7511
2012        MIT                             0-2-0    -54.7757
2013        Kenyon                          0-3-0    -54.9758
2014        Knox                            0-3-0    -55.1844
2015        Maranatha Baptist               0-2-0    -55.2286
2016        Davidson                        0-1-0    -55.2421
2017        Apprentice                      0-1-0    -55.6131
2018        Greensboro                      0-2-0    -55.6185
2019        Earlham                         0-3-0    -55.62
2020        Greensboro                      0-3-0    -55.7769
2021        Fitchburg St                    0-2-0    -56.0078
2022        Peru St                         0-3-0    -56.0609
2023        Nichols                         0-3-0    -56.093
2024        Haskell                         0-3-0    -56.2153
2025        Bethany WV                      0-1-0    -56.3195
2026        Lincoln PA                      0-1-0    -56.5308
2027        Northwestern MN                 0-3-0    -56.5658
2028        Endicott                        0-1-0    -56.5807
2029        Avila                           1-2-0    -56.5911
2030        Dordt                           0-1-0    -56.8558
2031        Western Conn St                 0-2-0    -56.9784
2032        Trinity Bible                   0-1-0    -57.1807
2033        Bethel KS                       0-1-0    -57.1989
2034        Bethany KS                      0-1-0    -57.2841
2035        Dakota St                       0-3-0    -57.3367
2036        St Paul's                       0-1-0    -57.3459
2037        Geneva                          0-1-0    -57.377
2038        Southwestern KS                 0-1-0    -57.4205
2039        Hiram                           0-3-0    -57.734
2040        Olivet                          0-2-0    -57.7759
2041        Assumption                      0-1-0    -57.8621
2042        Bethel KS                       0-4-0    -57.9605
2043        Northwestern MN                 1-1-0    -57.9737
2044        Coast Guard                     0-2-0    -58.1352
2045        Earlham                         0-3-0    -58.2861
2046        Kentucky Christian              0-4-0    -58.8469
2047        Lawrence                        0-5-0    -58.9045
2048        Graceland                       0-2-0    -59.0126
2049        Anna Maria                      0-3-0    -59.1051
2050        South Dakota Tech               0-1-0    -59.1959
2051        Lincoln PA                      0-2-0    -59.5165
2052        Anna Maria                      0-2-0    -59.7911
2053        Kenyon                          0-2-0    -59.8061
2054        West Virginia Tech              0-4-0    -59.8127
2055        Grinnell                        0-1-0    -59.9516
2056        Valley City St                  0-2-0    -60.2255
2057        Bridgewater St MA               0-2-0    -60.3826
2058        Kenyon                          0-2-0    -60.4645
2059        Northwestern MN                 0-2-0    -60.6723
2060        St Mary KS                      0-1-0    -61.3126
2061        Guilford                        0-2-0    -61.6833
2062        St Scholastica                  0-2-0    -61.7272
2063        Nichols                         0-2-0    -62.382
2064        Fitchburg St                    0-3-0    -62.4166
2065        Kean                            0-1-0    -63.2455
2066        Maranatha Baptist               0-3-0    -63.4142
2067        Lake Forest                     0-2-0    -63.5511
2068        Culver-Stockton                 0-2-0    -63.7902
2069        Worcester St                    0-1-0    -63.8229
2070        Maranatha Baptist               1-2-0    -64.1731
2071        Hiram                           1-2-0    -64.4431
2072        Knox                            0-3-0    -64.6962
2073        Bethany WV                      0-1-0    -65.377
2074        Thiel                           0-1-0    -65.377
2075        Bethel KS                       0-3-0    -65.5552
2076        Trinity Bible                   0-4-0    -65.6267
2077        Concordia WI                    0-2-0    -65.6796
2078        Eureka                          0-5-0    -65.8816
2079        Rockford                        0-5-0    -66.2798
2080        Illinois College                0-1-0    -66.9656
2081        Rockford                        0-3-0    -67.1238
2082        Becker                          0-1-0    -67.6058
2083        Culver-Stockton                 0-1-0    -72.43
2084        MacMurray                       0-3-0    -73.0529
2085        Sacred Heart                    0-1-0    -73.2765
2086        MacMurray                       0-3-0    -73.9597
2087        Earlham                         0-2-0    -74.0151
2088        Mayville St                     0-2-0    -74.2224
2089        MacMurray                       0-2-0    -74.6816
2090        Trinity Bible                   0-2-0    -75.9477
2091        Maranatha Baptist               0-2-0    -76.3584
