Rank     Team                            W-L-T    Schedule Factor
1958        Worcester St                    0-1-0    -30.4642
1959        Mass Maritime                   2-3-0    -30.5223
1960        Misericordia                    0-1-0    -30.655
1961        Eureka                          3-2-0    -30.6603
1962        Mississippi College             2-1-0    -30.8167
1963        Iowa Wesleyan                   0-1-0    -30.9726
1964        Crown                           2-3-0    -30.9794
1965        Southwestern KS                 4-1-0    -31.0065
1966        Stevenson                       1-2-0    -31.0144
1967        Becker                          3-1-0    -31.0158
1968        Ohio Wesleyan                   2-3-0    -31.0537
1969        Wisconsin Lutheran              1-3-0    -31.0721
1970        Rockford                        1-2-0    -31.25
1971        Austin                          4-1-0    -31.2976
1972        Sterling                        5-1-0    -31.3269
1973        Mass Maritime                   3-2-0    -31.3417
1974        Maine Maritime                  0-2-0    -31.408
1975        Haskell                         0-2-0    -31.4201
1976        Valley City St                  0-1-0    -31.4829
1977        Redlands                        3-1-0    -31.6351
1978        Graceland                       1-5-0    -32.0242
1979        Macalester                      1-2-0    -32.0338
1980        Haskell                         0-1-0    -32.0508
1981        Missouri S&T                    2-1-0    -32.1232
1982        Texas Lutheran                  5-1-0    -32.2136
1983        Southern Virginia               6-1-0    -32.3443
1984        Thomas More                     5-1-0    -32.3659
1985        SUNY-Maritime                   1-4-0    -32.3681
1986        Allegheny                       0-2-0    -32.4582
1987        Mount Ida                       1-2-0    -32.5853
1988        Salve Regina                    3-2-0    -32.7351
1989        Mayville St                     2-2-0    -32.8756
1990        Cal Lutheran                    2-1-0    -32.9601
1991        Nichols                         0-2-0    -32.9948
1992        Muhlenberg                      5-1-0    -33.1362
1993        Framingham St                   4-0-0    -33.1853
1994        Westfield St                    2-2-0    -33.2239
1995        MacMurray                       0-4-0    -33.2257
1996        Plymouth St                     1-3-0    -33.2591
1997        Oberlin                         0-4-0    -33.3713
1998        Fitchburg St                    3-2-0    -33.4627
1999        MIT                             4-1-0    -33.5906
2000        Defiance                        1-3-0    -33.6479
2001        Rockford                        0-2-0    -33.6922
2002        John Carroll                    4-1-0    -33.7143
2003        Mt St Joseph                    2-2-0    -33.7955
2004        Maranatha Baptist               1-3-0    -33.8348
2005        Ave Maria                       4-1-0    -33.9176
2006        Graceland                       0-1-0    -34.0158
2007        Westfield St                    3-2-0    -34.032
2008        Jamestown                       1-2-0    -34.1736
2009        Wittenberg                      6-0-0    -34.3491
2010        Plymouth St                     1-2-0    -34.3502
2011        Benedictine IL                  4-1-0    -34.3995
2012        Concordia IL                    0-2-0    -34.4655
2013        Maranatha Baptist               0-1-0    -34.4864
2014        Hiram                           1-3-0    -34.7376
2015        SUNY-Maritime                   1-1-0    -34.8076
2016        Husson                          4-0-0    -34.9673
2017        Earlham                         1-2-0    -34.9927
2018        DePauw                          2-2-0    -35.0538
2019        Millikin                        2-0-0    -35.1796
2020        Case Western Reserve            2-1-0    -35.2249
2021        Kenyon                          2-2-0    -35.2584
2022        Missouri Valley                 4-0-0    -35.2695
2023        Maine Maritime                  0-2-0    -35.2897
2024        Whittier                        1-3-0    -35.3261
2025        Western Conn St                 3-2-0    -35.3724
2026        Bridgewater St MA               3-1-0    -35.4503
2027        Oklahoma Baptist                1-4-0    -35.5262
2028        Iowa Wesleyan                   0-4-0    -35.5508
2029        St Norbert                      3-0-0    -35.5852
2030        Tabor                           5-1-0    -35.5898
2031        Langston                        3-0-0    -35.7115
2032        Rowan                           1-0-0    -35.7147
2033        MacMurray                       0-2-0    -35.7442
2034        Wayland Baptist                 0-2-0    -35.776
2035        Oklahoma Baptist                2-2-0    -35.8309
2036        Martin Luther                   1-2-0    -35.8317
2037        Oberlin                         3-2-0    -35.8905
2038        Friends                         5-0-0    -35.9442
2039        Illinois Wesleyan               5-0-0    -36.1008
2040        Occidental                      2-2-0    -36.1583
2041        Concordia MI                    1-0-0    -36.337
2042        Greenville                      4-1-0    -36.4278
2043        Hardin-Simmons                  2-3-0    -36.5587
2044        Avila                           4-2-0    -36.8485
2045        La Verne                        2-1-0    -36.9474
2046        Wisconsin Lutheran              3-2-0    -37.285
2047        Carnegie Mellon                 2-1-0    -37.4327
2048        Endicott                        4-2-0    -37.4622
2049        Dickinson St                    1-2-0    -37.5079
2050        Rose-Hulman                     4-1-0    -37.5438
2051        McPherson                       3-1-0    -37.5864
2052        Earlham                         0-2-0    -37.6343
2053        Presentation                    1-3-0    -37.6945
2054        Curry                           2-2-0    -37.8161
2055        Mt St Joseph                    4-1-0    -37.823
2056        Martin Luther                   0-1-0    -38.0072
2057        Iowa Wesleyan                   2-3-0    -38.0223
2058        Wooster                         4-1-0    -38.1895
2059        Wabash                          5-1-0    -38.3234
2060        Bluffton                        1-2-0    -38.3461
2061        Claremont-Mudd-Scripps          1-1-0    -38.48
2062        Grove City                      2-1-0    -38.6056
2063        Presentation                    3-2-0    -38.7316
2064        Hanover                         2-2-0    -39.2114
2065        Aurora                          3-2-0    -39.2431
2066        Hanover                         3-2-0    -39.2968
2067        Mayville St                     4-1-0    -39.6815
2068        Husson                          0-1-0    -39.7177
2069        Millersville                    1-0-0    -39.9167
2070        Lakeland                        4-0-0    -40.0589
2071        Castleton St                    1-1-0    -40.4964
2072        Wabash                          4-0-0    -40.6433
2073        Manchester                      2-3-0    -40.7633
2074        DePauw                          2-2-0    -40.917
2075        Hiram                           1-3-0    -41.0291
2076        Northwestern MN                 3-1-0    -41.1212
2077        Westminster PA                  1-3-0    -41.196
2078        Minnesota-Morris                2-3-0    -41.3798
2079        Worcester St                    1-3-0    -42.1581
2080        MIT                             2-2-0    -42.1643
2081        Northwestern MN                 3-2-0    -42.4087
2082        Trinity Bible                   1-3-0    -42.4412
2083        Anna Maria                      0-1-0    -42.5567
2084        Mount Ida                       1-1-0    -42.8192
2085        Mayville St                     0-1-0    -43.0894
2086        Bluffton                        0-2-0    -43.3315
2087        Anderson                        0-2-0    -43.3315
2088        Willamette                      3-0-0    -43.6741
2089        Texas College                   1-1-0    -43.9825
2090        Coast Guard                     3-1-0    -44.0657
2091        Martin Luther                   3-2-0    -44.4337
2092        Anna Maria                      1-2-0    -44.6231
2093        Bacone                          3-1-0    -44.9585
2094        MacMurray                       0-3-0    -45.1047
2095        Pomona-Pitzer                   1-1-0    -45.2545
2096        Crown                           2-3-0    -45.3513
2097        Maine Maritime                  1-3-0    -45.512
2098        Minnesota-Morris                1-3-0    -45.5706
2099        Endicott                        4-0-0    -45.7124
2100        Webber Int'l                    4-1-0    -45.8756
2101        Greenville                      5-0-0    -45.8936
2102        Ohio Wesleyan                   3-2-0    -46.5681
2103        SUNY-Maritime                   3-0-0    -46.7177
2104        Denison                         5-0-0    -46.848
2105        Nichols                         0-3-0    -46.9255
2106        Manchester                      1-2-0    -47.0683
2107        Southern Virginia               2-0-0    -47.6628
2108        Westminster MO                  2-3-0    -47.8965
2109        Defiance                        2-2-0    -48.4427
2110        SW Assem of God                 4-1-0    -48.8523
2111        Loras                           1-0-0    -49.0089
2112        Kenyon                          2-1-0    -49.3898
2113        Briar Cliff                     2-0-0    -50.7787
2114        St Scholastica                  5-0-0    -51.2149
2115        Haskell                         1-1-0    -55.5901
2116        Eureka                          5-0-0    -56.1842
2117        Jamestown                       0-1-0    -56.4427
2118        Houston Baptist                 1-0-0    -56.7697
2119        Trinity Bible                   0-1-0    -57.9886
