Rank     Team                            W-L-T    Schedule Factor
1959        Kalamazoo                       2-1-0    -35.7889
1960        Apprentice                      0-3-0    -35.791
1961        TAMU-Commerce                   0-2-0    -35.7986
1962        Wilkes                          3-1-0    -35.8359
1963        Grinnell                        1-3-0    -35.8903
1964        Carroll WI                      3-1-0    -35.9762
1965        Framingham St                   6-0-0    -36.018
1966        Thomas More                     5-0-0    -36.083
1967        Wooster                         0-1-0    -36.102
1968        DePauw                          0-1-0    -36.102
1969        Alma                            1-3-0    -36.2367
1970        Waynesburg                      5-1-0    -36.2524
1971        Macalester                      2-2-0    -36.2724
1972        Martin Luther                   0-1-0    -36.3263
1973        Kenyon                          4-1-0    -36.3835
1974        Wooster                         1-3-0    -36.4501
1975        Olivet                          0-3-0    -36.471
1976        Framingham St                   4-1-0    -36.4759
1977        Friends                         5-0-0    -36.5238
1978        Capital                         1-1-0    -36.58
1979        Cornell IA                      2-2-0    -36.8162
1980        Virginia U-Lynchburg            1-0-0    -37.0067
1981        Webber Int'l                    0-1-0    -37.0067
1982        Knox                            2-2-0    -37.0226
1983        Averett                         1-3-0    -37.1719
1984        Chicago                         2-2-0    -37.24
1985        Ave Maria                       1-1-0    -37.3333
1986        Lawrence                        1-3-0    -37.3781
1987        Merchant Marine                 4-1-0    -37.5504
1988        McPherson                       3-2-0    -37.5903
1989        Mass Maritime                   2-3-0    -37.6738
1990        Benedictine IL                  3-1-0    -37.7064
1991        Anderson                        0-1-0    -37.813
1992        Midland U.                      1-1-0    -37.9177
1993        St Lawrence                     0-4-0    -38.0292
1994        Ripon                           2-2-0    -38.053
1995        Minnesota-Morris                3-1-0    -38.1115
1996        Wilmington                      0-2-0    -38.1186
1997        Western New England             4-0-0    -38.2171
1998        Maryville                       4-1-0    -38.2741
1999        Fitchburg St                    2-1-0    -38.4062
2000        Norwich                         3-1-0    -38.4239
2001        Presentation                    0-3-0    -38.4636
2002        Allegheny                       2-0-0    -38.5035
2003        Greensboro                      3-1-0    -38.5264
2004        Wisconsin Lutheran              4-1-0    -38.537
2005        Bethany WV                      2-3-0    -38.5625
2006        Wooster                         1-3-0    -38.7007
2007        Franklin                        4-0-0    -38.7952
2008        Concordia IL                    5-0-0    -38.8851
2009        Virginia-Wise                   0-1-0    -39.0109
2010        Carnegie Mellon                 1-3-0    -39.0521
2011        Endicott                        3-2-0    -39.2668
2012        Curry                           0-1-0    -39.4798
2013        Ohio Wesleyan                   5-0-0    -39.4888
2014        Graceland                       3-0-0    -39.5165
2015        Ohio Wesleyan                   4-0-0    -39.6093
2016        Trine                           5-0-0    -39.8658
2017        Southern Virginia               3-2-0    -39.933
2018        Valley City St                  5-0-0    -39.9466
2019        Monmouth IL                     3-1-0    -40.0387
2020        LaGrange                        2-3-0    -40.1083
2021        MacMurray                       1-3-0    -40.1345
2022        Northwestern MN                 5-1-0    -40.1801
2023        Taylor                          2-3-0    -40.2364
2024        Southwestern KS                 1-3-0    -40.3067
2025        Chapman                         4-0-0    -40.3686
2026        Becker                          3-2-0    -40.4428
2027        Salve Regina                    4-2-0    -40.4943
2028        Tabor                           5-1-0    -40.6177
2029        Husson                          1-1-0    -40.6462
2030        Hanover                         2-3-0    -40.6866
2031        Whittier                        4-0-0    -40.8273
2032        Gallaudet                       4-0-0    -40.8696
2033        Earlham                         0-1-0    -40.8899
2034        Mount Ida                       5-0-0    -40.9433
2035        Crown                           1-3-0    -40.9578
2036        St Scholastica                  5-1-0    -41.163
2037        Defiance                        1-2-0    -41.4877
2038        WPI                             1-2-0    -41.6283
2039        Presentation                    2-3-0    -41.6329
2040        Anna Maria                      0-1-0    -41.7164
2041        Otterbein                       4-0-0    -41.7497
2042        Case Western Reserve            4-1-0    -41.858
2043        Martin Luther                   3-2-0    -41.9234
2044        RPI                             3-1-0    -42.2536
2045        Waynesburg                      5-0-0    -42.3776
2046        Trinity Bible                   0-4-0    -42.443
2047        Bridgewater St MA               4-0-0    -42.5585
2048        Rockford                        2-2-0    -42.7177
2049        Lindenwood-Belleville           2-3-0    -42.7384
2050        Washington U.                   3-2-0    -42.9733
2051        Haskell                         1-3-0    -43.0435
2052        Dakota St                       0-1-0    -43.0532
2053        Albion                          3-2-0    -43.6159
2054        Denison                         0-1-0    -43.7478
2055        Lakeland                        1-2-0    -43.8882
2056        Springfield                     3-1-0    -43.9401
2057        Thomas More                     2-2-0    -43.9839
2058        Rockford                        0-1-0    -44.0399
2059        North Park                      1-1-0    -44.1314
2060        Misericordia                    0-1-0    -44.1992
2061        WPI                             1-3-0    -44.2494
2062        Manchester                      3-1-0    -44.3163
2063        Baldwin-Wallace                 3-1-0    -44.373
2064        Mayville St                     2-2-0    -44.4326
2065        Beloit                          0-2-0    -44.649
2066        Christopher Newport             0-1-0    -44.8347
2067        Wabash                          3-2-0    -45.2283
2068        Haskell                         0-1-0    -45.3065
2069        Dordt                           1-1-0    -45.4796
2070        Rochester                       3-1-0    -45.6231
2071        Rose-Hulman                     2-2-0    -45.7184
2072        Manchester                      3-3-0    -45.7574
2073        Trinity Bible                   0-1-0    -45.859
2074        Kalamazoo                       0-1-0    -45.9257
2075        Trine                           0-1-0    -45.9257
2076        Hope                            0-1-0    -45.9257
2077        Grove City                      4-0-0    -45.9398
2078        Geneva                          1-3-0    -46.1999
2079        Robert Morris IL                3-2-0    -46.3759
2080        Marietta                        0-1-0    -46.3955
2081        Wisconsin Lutheran              3-1-0    -46.5145
2082        Presentation                    0-2-0    -46.6293
2083        Oberlin                         3-1-0    -46.7074
2084        Allegheny                       3-0-0    -46.8798
2085        FDU-Florham                     1-2-0    -46.9395
2086        Waldorf                         1-2-0    -47.3362
2087        Defiance                        1-4-0    -47.3872
2088        Anderson                        0-2-0    -47.5517
2089        Benedictine IL                  2-1-0    -48.5641
2090        Anderson                        0-3-0    -48.5829
2091        Earlham                         1-3-0    -49.8712
2092        Nebraska Wesleyan               0-1-0    -49.9914
2093        Adrian                          4-2-0    -50.5187
2094        Sterling                        2-0-0    -51.0724
2095        Mt St Joseph                    2-2-0    -51.4668
2096        Eastern New Mexico              1-0-0    -51.7249
2097        Bluffton                        3-2-0    -52.4243
2098        Mt St Joseph                    2-1-0    -53.1854
2099        Bluffton                        3-1-0    -53.3238
2100        Westminster MO                  3-2-0    -56.3136
2101        Kenyon                          0-1-0    -56.498
2102        Curry                           0-1-0    -57.1757
2103        Maine Maritime                  0-1-0    -63.9356
2104        Trinity Bible                   1-1-0    -64.0531
2105        Maranatha Baptist               0-2-0    -64.0841
2106        Plymouth St                     1-1-0    -69.5093
